860000475365,"Latte2","Dominique Cosmetics","eyes",365,NULL
045363370216,"#FauxFilter Foundation","Huda Beauty","foundation",NULL,NULL
788329495126,"Liquid Matte Lipstick","Huda Beauty","lips",NULL,NULL
773602561292,"Mini MAC","MAC","lips",NULL,NULL
860000475372,"Hydrating Lip Gloss Balm","Dominique Cosmetics","lips",183,NULL
773602396566,"MAC Pigment","MAC","lips",NULL,NULL
812459021952,"lidstar","Glossier.","eyes",540,NULL
812459021990,"lash slick","Glossier.","eyes",183,NULL
